experiment,job_id,node,rank,n_gpus,gpu_name,seq_range,fasta_file,seq_len,phase,cache_warm,num_samples,batch_size,wall_time_s,peak_vram_mb,status
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,sample,True,50,50,21.02,0.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,sample,True,100,50,34.86,0.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,sample,True,200,50,61.83,0.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,sample,True,500,50,133.2,0.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,sample,True,1000,50,236.0,0.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,warmup,False,1,50,10.97,367.2,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,sample,True,10,50,25.61,2418.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,sample,True,25,50,51.46,3335.4,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,sample,True,50,50,88.12,3344.6,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,sample,True,100,50,173.33,3326.6,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,sample,True,200,50,327.92,3334.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,sample,True,500,50,704.34,3343.2,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000018992_02079.fasta,186,sample,True,1000,50,1245.89,3350.0,ok
